"เดือน","ปีงบประมาณ","รหัสเครื่อง","ประเภทงานพิมพ์","สถานที่","หน่วยงาน","รุ่น","มิเตอร์ครั้งก่อน","มิเตอร์ครั้งหลัง","จำนวนแผ่น","กระดาษเสีย 3%","ยอดใช้สุทธิ","ราคา/แผ่น","ยอดเบิก (คำนวณ)","ยอดตามใบแจ้งหนี้","ผลต่าง","ตรวจสอบ"
"2568-02","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","508,295","509,421","1,126 แผ่น","34 แผ่น","1,092 แผ่น","0.33","360.36","360.36","0.00","ปกติ"
"2568-01","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","506,917","508,295","1,378 แผ่น","41 แผ่น","1,337 แผ่น","0.33","441.21","441.21","0.00","ปกติ"
"2567-12","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","506,032","506,917","885 แผ่น","27 แผ่น","858 แผ่น","0.33","283.14","283.14","0.00","ปกติ"
"2567-11","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","504,329","506,032","1,703 แผ่น","51 แผ่น","1,652 แผ่น","0.33","545.16","545.16","0.00","ปกติ"
"2567-10","2568","85001467","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","MX-M464N","288,463","289,927","1,464 แผ่น","44 แผ่น","1,420 แผ่น","0.33","468.60","468.60","0.00","ปกติ"
"2569-07","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","529,181","529,181","0 แผ่น","0 แผ่น","0 แผ่น","0.33","0.00","0.00","0.00","ไม่มีการใช้"
"2569-06","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","527,423","529,181","1,758 แผ่น","53 แผ่น","1,705 แผ่น","0.33","562.65","562.65","0.00","ปกติ"
"2569-05","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","526,727","527,423","696 แผ่น","21 แผ่น","675 แผ่น","0.33","222.75","222.75","0.00","ปกติ"
"2569-04","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","526,272","526,727","455 แผ่น","14 แผ่น","441 แผ่น","0.33","145.53","145.53","0.00","ปกติ"
"2569-03","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","525,672","526,272","600 แผ่น","18 แผ่น","582 แผ่น","0.33","192.06","192.06","0.00","ปกติ"
"2569-02","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","525,065","525,672","607 แผ่น","18 แผ่น","589 แผ่น","0.33","194.37","194.37","0.00","ปกติ"
"2569-01","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","523,278","525,065","1,787 แผ่น","54 แผ่น","1,733 แผ่น","0.33","571.89","571.89","0.00","ปกติ"
"2568-12","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","521,888","523,278","1,390 แผ่น","42 แผ่น","1,348 แผ่น","0.33","444.84","444.84","0.00","ปกติ"
"2568-11","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","520,342","521,888","1,546 แผ่น","46 แผ่น","1,500 แผ่น","0.33","495.00","495.00","0.00","ปกติ"
"2568-10","2569","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","519,586","520,342","756 แผ่น","23 แผ่น","733 แผ่น","0.33","241.89","241.89","0.00","ปกติ"
"2567-10","2568","85000198","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","หน่วยศูนย์สอบ","MX-M464N","137,159","138,287","1,128 แผ่น","34 แผ่น","1,094 แผ่น","0.33","361.02","361.02","0.00","ปกติ"
"2568-09","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","537,700","539,222","1,522 แผ่น","46 แผ่น","1,476 แผ่น","0.33","487.08","487.08","0.00","ปกติ"
"2568-08","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","536,834","537,700","866 แผ่น","26 แผ่น","840 แผ่น","0.33","277.20","277.20","0.00","ปกติ"
"2568-07","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","535,556","536,834","1,278 แผ่น","38 แผ่น","1,240 แผ่น","0.33","409.20","409.20","0.00","ปกติ"
"2568-06","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","533,405","535,556","2,151 แผ่น","65 แผ่น","2,086 แผ่น","0.33","688.38","688.38","0.00","ปกติ"
"2568-05","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","532,990","533,405","415 แผ่น","12 แผ่น","403 แผ่น","0.33","132.99","132.99","0.00","ปกติ"
"2568-04","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","532,014","532,990","976 แผ่น","29 แผ่น","947 แผ่น","0.33","312.51","312.51","0.00","ปกติ"
"2568-03","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","531,072","532,014","942 แผ่น","28 แผ่น","914 แผ่น","0.33","301.62","301.62","0.00","ปกติ"
"2568-02","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","530,477","531,072","595 แผ่น","18 แผ่น","577 แผ่น","0.33","190.41","190.41","0.00","ปกติ"
"2568-01","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","529,496","530,477","981 แผ่น","29 แผ่น","952 แผ่น","0.33","314.16","314.16","0.00","ปกติ"
"2567-12","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","528,512","529,496","984 แผ่น","30 แผ่น","954 แผ่น","0.33","314.82","314.82","0.00","ปกติ"
"2567-11","2568","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","527,538","528,512","974 แผ่น","29 แผ่น","945 แผ่น","0.33","311.85","311.85","0.00","ปกติ"
"2569-07","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","547,821","549,373","1,552 แผ่น","47 แผ่น","1,505 แผ่น","0.33","496.65","496.65","0.00","ปกติ"
"2569-06","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","546,825","547,821","996 แผ่น","30 แผ่น","966 แผ่น","0.33","318.78","318.78","0.00","ปกติ"
"2569-05","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","545,510","546,825","1,315 แผ่น","39 แผ่น","1,276 แผ่น","0.33","421.08","421.08","0.00","ปกติ"
"2569-04","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","544,819","545,510","691 แผ่น","21 แผ่น","670 แผ่น","0.33","221.10","221.10","0.00","ปกติ"
"2569-03","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","544,474","544,819","345 แผ่น","10 แผ่น","335 แผ่น","0.33","110.55","110.55","0.00","ปกติ"
"2569-02","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","543,069","544,474","1,405 แผ่น","42 แผ่น","1,363 แผ่น","0.33","449.79","449.79","0.00","ปกติ"
"2569-01","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","541,930","543,069","1,139 แผ่น","34 แผ่น","1,105 แผ่น","0.33","364.65","364.65","0.00","ปกติ"
"2568-12","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","541,218","541,930","712 แผ่น","21 แผ่น","691 แผ่น","0.33","228.03","228.03","0.00","ปกติ"
"2568-11","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","540,007","541,218","1,211 แผ่น","36 แผ่น","1,175 แผ่น","0.33","387.75","387.75","0.00","ปกติ"
"2568-10","2569","0A3HBJNJCOO02BR","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 8","ห้องปฏิบัติการวิจัย","SL-K7500LX","539,222","540,007","785 แผ่น","24 แผ่น","761 แผ่น","0.33","251.13","251.13","0.00","ปกติ"
"2568-09","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","397,433","400,621","3,188 แผ่น","96 แผ่น","3,092 แผ่น","0.33","1,020.36","1,020.36","0.00","ปกติ"
"2568-09","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","270,534","275,824","5,290 แผ่น","159 แผ่น","5,131 แผ่น","0.33","1,693.23","1,693.23","0.00","ปกติ"
"2568-08","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","396,946","397,433","487 แผ่น","15 แผ่น","472 แผ่น","0.33","155.76","155.76","0.00","ปกติ"
"2568-08","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","268,176","270,534","2,358 แผ่น","71 แผ่น","2,287 แผ่น","0.33","754.71","754.71","0.00","ปกติ"
"2568-07","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","396,561","396,946","385 แผ่น","12 แผ่น","373 แผ่น","0.33","123.09","123.09","0.00","ปกติ"
"2568-07","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","265,698","268,176","2,478 แผ่น","74 แผ่น","2,404 แผ่น","0.33","793.32","793.32","0.00","ปกติ"
"2568-06","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","395,725","396,561","836 แผ่น","25 แผ่น","811 แผ่น","0.33","267.63","267.63","0.00","ปกติ"
"2568-06","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","263,677","265,698","2,021 แผ่น","61 แผ่น","1,960 แผ่น","0.33","646.80","646.80","0.00","ปกติ"
"2568-05","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","395,657","395,725","68 แผ่น","2 แผ่น","66 แผ่น","0.33","21.78","21.78","0.00","ปกติ"
"2568-05","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","263,051","263,677","626 แผ่น","19 แผ่น","607 แผ่น","0.33","200.31","200.31","0.00","ปกติ"
"2568-04","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","394,957","395,657","700 แผ่น","21 แผ่น","679 แผ่น","0.33","224.07","224.07","0.00","ปกติ"
"2568-04","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","261,670","263,051","1,381 แผ่น","41 แผ่น","1,340 แผ่น","0.33","442.20","442.20","0.00","ปกติ"
"2568-03","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","394,607","394,957","350 แผ่น","11 แผ่น","340 แผ่น","0.33","112.20","112.20","0.00","ปกติ"
"2568-03","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","258,616","261,670","3,054 แผ่น","92 แผ่น","2,962 แผ่น","0.33","977.46","977.46","0.00","ปกติ"
"2568-02","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","394,042","394,607","565 แผ่น","17 แผ่น","548 แผ่น","0.33","180.84","180.84","0.00","ปกติ"
"2568-02","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","256,886","258,616","1,730 แผ่น","52 แผ่น","1,678 แผ่น","0.33","553.74","553.74","0.00","ปกติ"
"2568-01","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","392,978","394,042","1,064 แผ่น","32 แผ่น","1,032 แผ่น","0.33","340.56","340.56","0.00","ปกติ"
"2568-01","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","253,172","256,886","3,714 แผ่น","111 แผ่น","3,603 แผ่น","0.33","1,188.99","1,188.99","0.00","ปกติ"
"2567-12","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","392,712","392,978","266 แผ่น","8 แผ่น","258 แผ่น","0.33","85.14","85.14","0.00","ปกติ"
"2567-12","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","251,221","253,172","1,951 แผ่น","59 แผ่น","1,892 แผ่น","0.33","624.36","624.36","0.00","ปกติ"
"2567-11","2568","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","392,035","392,712","677 แผ่น","20 แผ่น","657 แผ่น","0.33","216.81","216.81","0.00","ปกติ"
"2567-11","2568","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","249,169","251,221","2,052 แผ่น","62 แผ่น","1,990 แผ่น","0.33","656.70","656.70","0.00","ปกติ"
"2567-10","2568","85000458","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","MX-M464N","188,266","191,992","3,726 แผ่น","112 แผ่น","3,614 แผ่น","0.33","1,192.62","1,192.62","0.00","ปกติ"
"2569-07","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","404,434","404,544","110 แผ่น","3 แผ่น","107 แผ่น","0.33","35.31","35.31","0.00","ปกติ"
"2569-07","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","292,886","295,883","2,997 แผ่น","90 แผ่น","2,907 แผ่น","0.33","959.31","959.31","0.00","ปกติ"
"2569-06","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","404,004","404,434","430 แผ่น","13 แผ่น","417 แผ่น","0.33","137.61","137.61","0.00","ปกติ"
"2569-06","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","291,208","292,886","1,678 แผ่น","50 แผ่น","1,628 แผ่น","0.33","537.24","537.24","0.00","ปกติ"
"2569-05","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","403,993","404,004","11 แผ่น","0 แผ่น","11 แผ่น","0.33","3.63","3.63","0.00","ปกติ"
"2569-05","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","289,738","291,208","1,470 แผ่น","44 แผ่น","1,426 แผ่น","0.33","470.58","470.58","0.00","ปกติ"
"2569-04","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","403,735","403,993","258 แผ่น","8 แผ่น","250 แผ่น","0.33","82.50","82.50","0.00","ปกติ"
"2569-04","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","287,449","289,738","2,289 แผ่น","69 แผ่น","2,220 แผ่น","0.33","732.60","732.60","0.00","ปกติ"
"2569-03","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","403,497","403,735","238 แผ่น","7 แผ่น","231 แผ่น","0.33","76.23","76.23","0.00","ปกติ"
"2569-03","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","285,395","287,449","2,054 แผ่น","62 แผ่น","1,992 แผ่น","0.33","657.36","657.36","0.00","ปกติ"
"2569-02","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","403,036","403,497","461 แผ่น","14 แผ่น","447 แผ่น","0.33","147.51","147.51","0.00","ปกติ"
"2569-02","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","283,935","285,395","1,460 แผ่น","44 แผ่น","1,416 แผ่น","0.33","467.28","467.28","0.00","ปกติ"
"2569-01","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","402,675","403,036","361 แผ่น","11 แผ่น","350 แผ่น","0.33","115.50","115.50","0.00","ปกติ"
"2569-01","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","280,194","283,935","3,741 แผ่น","112 แผ่น","3,629 แผ่น","0.33","1,197.57","1,197.57","0.00","ปกติ"
"2568-12","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","401,573","402,675","1,102 แผ่น","33 แผ่น","1,069 แผ่น","0.33","352.77","352.77","0.00","ปกติ"
"2568-12","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","279,194","280,194","1,000 แผ่น","30 แผ่น","970 แผ่น","0.33","320.10","320.10","0.00","ปกติ"
"2568-11","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","401,196","401,573","377 แผ่น","11 แผ่น","366 แผ่น","0.33","120.78","120.78","0.00","ปกติ"
"2568-11","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","277,508","279,194","1,686 แผ่น","51 แผ่น","1,635 แผ่น","0.33","539.55","539.55","0.00","ปกติ"
"2568-10","2569","0A3HBJNJCOO017H","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 6","ห้องพักอาจารย์","SL-K7500LX","400,621","401,196","575 แผ่น","17 แผ่น","558 แผ่น","0.33","184.14","184.14","0.00","ปกติ"
"2568-10","2569","0A3HBJNJCOOO1ML","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารเรียนและปฏิบัติการรวม ชั้น 9","ห้องพักอาจารย์","SL-K7500LX","275,824","277,508","1,684 แผ่น","51 แผ่น","1,633 แผ่น","0.33","538.89","538.89","0.00","ปกติ"
