"เดือน","ปีงบประมาณ","รหัสเครื่อง","ประเภทงานพิมพ์","สถานที่","หน่วยงาน","รุ่น","มิเตอร์ครั้งก่อน","มิเตอร์ครั้งหลัง","จำนวนแผ่น","กระดาษเสีย 3%","ยอดใช้สุทธิ","ราคา/แผ่น","ยอดเบิก (คำนวณ)","ยอดตามใบแจ้งหนี้","ผลต่าง","ตรวจสอบ"
"2568-09","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","22,277","23,287","1,010 แผ่น","30 แผ่น","980 แผ่น","2.90","2,842.00","2,842.00","0.00","ปกติ"
"2568-08","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","154,710","154,812","102 แผ่น","3 แผ่น","99 แผ่น","0.59","58.41","58.41","0.00","ปกติ"
"2568-08","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","22,131","22,277","146 แผ่น","4 แผ่น","142 แผ่น","2.90","411.80","411.80","0.00","ปกติ"
"2568-07","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","154,218","154,710","492 แผ่น","15 แผ่น","477 แผ่น","0.59","281.43","281.43","0.00","ปกติ"
"2568-07","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","21,373","22,131","758 แผ่น","23 แผ่น","735 แผ่น","2.90","2,131.50","2,131.50","0.00","ปกติ"
"2568-06","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","153,663","154,218","555 แผ่น","17 แผ่น","538 แผ่น","0.59","317.42","317.42","0.00","ปกติ"
"2568-06","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","19,900","21,373","1,473 แผ่น","44 แผ่น","1,429 แผ่น","2.90","4,144.10","4,144.10","0.00","ปกติ"
"2568-05","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","153,604","153,663","59 แผ่น","2 แผ่น","57 แผ่น","0.59","33.63","33.63","0.00","ปกติ"
"2568-05","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","19,674","19,900","226 แผ่น","7 แผ่น","219 แผ่น","2.90","635.10","635.10","0.00","ปกติ"
"2568-04","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","153,340","153,604","264 แผ่น","8 แผ่น","256 แผ่น","0.59","151.04","151.04","0.00","ปกติ"
"2568-04","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","19,384","19,674","290 แผ่น","9 แผ่น","281 แผ่น","2.90","814.90","814.90","0.00","ปกติ"
"2568-03","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","153,036","153,340","304 แผ่น","9 แผ่น","295 แผ่น","0.59","174.05","174.05","0.00","ปกติ"
"2568-03","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","18,422","19,384","962 แผ่น","29 แผ่น","933 แผ่น","2.90","2,705.70","2,705.70","0.00","ปกติ"
"2568-02","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","152,735","153,036","301 แผ่น","9 แผ่น","292 แผ่น","0.59","172.28","172.28","0.00","ปกติ"
"2568-02","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","18,093","18,422","329 แผ่น","10 แผ่น","319 แผ่น","2.90","925.10","925.10","0.00","ปกติ"
"2568-01","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","152,287","152,735","448 แผ่น","13 แผ่น","435 แผ่น","0.59","256.65","256.65","0.00","ปกติ"
"2568-01","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","17,788","18,093","305 แผ่น","9 แผ่น","296 แผ่น","2.90","858.40","858.40","0.00","ปกติ"
"2567-12","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","152,101","152,287","186 แผ่น","6 แผ่น","180 แผ่น","0.59","106.20","106.20","0.00","ปกติ"
"2567-12","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","17,626","17,788","162 แผ่น","5 แผ่น","157 แผ่น","2.90","455.30","455.30","0.00","ปกติ"
"2567-11","2568","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","151,342","152,101","759 แผ่น","23 แผ่น","736 แผ่น","0.59","434.24","434.24","0.00","ปกติ"
"2567-11","2568","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","16,374","17,626","1,252 แผ่น","38 แผ่น","1,214 แผ่น","2.90","3,520.60","3,520.60","0.00","ปกติ"
"2567-10","2568","D700015H","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","CLX-9301NA","123,453","124,258","805 แผ่น","24 แผ่น","781 แผ่น","0.59","460.79","460.79","0.00","ปกติ"
"2567-10","2568","D700015H","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","CLX-9301NA","41,552","42,245","693 แผ่น","21 แผ่น","672 แผ่น","2.90","1,948.80","1,948.80","0.00","ปกติ"
"2569-07","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,360","156,361","1 แผ่น","0 แผ่น","1 แผ่น","0.59","0.59","0.59","0.00","ปกติ"
"2569-07","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,329","23,334","5 แผ่น","0 แผ่น","5 แผ่น","2.90","14.50","14.50","0.00","ปกติ"
"2569-06","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,357","156,360","3 แผ่น","0 แผ่น","3 แผ่น","0.59","1.77","1.77","0.00","ปกติ"
"2569-06","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,329","23,329","0 แผ่น","0 แผ่น","0 แผ่น","2.90","0.00","0.00","0.00","ไม่มีการใช้"
"2569-05","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,329","156,357","28 แผ่น","1 แผ่น","27 แผ่น","0.59","15.93","15.93","0.00","ปกติ"
"2569-05","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,329","23,329","0 แผ่น","0 แผ่น","0 แผ่น","2.90","0.00","0.00","0.00","ไม่มีการใช้"
"2569-04","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,326","156,329","3 แผ่น","0 แผ่น","3 แผ่น","0.59","1.77","1.77","0.00","ปกติ"
"2569-04","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,328","23,329","1 แผ่น","0 แผ่น","1 แผ่น","2.90","2.90","2.90","0.00","ปกติ"
"2569-03","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,317","156,326","9 แผ่น","0 แผ่น","9 แผ่น","0.59","5.31","5.31","0.00","ปกติ"
"2569-03","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,328","23,328","0 แผ่น","0 แผ่น","0 แผ่น","2.90","0.00","0.00","0.00","ไม่มีการใช้"
"2569-02","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,317","156,317","0 แผ่น","0 แผ่น","0 แผ่น","0.59","0.00","0.00","0.00","ไม่มีการใช้"
"2569-02","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,328","23,328","0 แผ่น","0 แผ่น","0 แผ่น","2.90","0.00","0.00","0.00","ไม่มีการใช้"
"2569-01","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,314","156,317","3 แผ่น","0 แผ่น","3 แผ่น","0.59","1.77","1.77","0.00","ปกติ"
"2569-01","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,327","23,328","1 แผ่น","0 แผ่น","1 แผ่น","2.90","2.90","2.90","0.00","ปกติ"
"2568-12","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,314","156,314","0 แผ่น","0 แผ่น","0 แผ่น","0.59","0.00","0.00","0.00","ไม่มีการใช้"
"2568-12","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,327","23,327","0 แผ่น","0 แผ่น","0 แผ่น","2.90","0.00","0.00","0.00","ไม่มีการใช้"
"2568-11","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,311","156,314","3 แผ่น","0 แผ่น","3 แผ่น","0.59","1.77","1.77","0.00","ปกติ"
"2568-11","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,324","23,327","3 แผ่น","0 แผ่น","3 แผ่น","2.90","8.70","8.70","0.00","ปกติ"
"2568-10","2569","07RUBJMK10001BW","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","156,296","156,311","15 แผ่น","0 แผ่น","15 แผ่น","0.59","8.85","8.85","0.00","ปกติ"
"2568-10","2569","07RUBJMK10001BW","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานคณบดี","SL-X4300LX","23,287","23,324","37 แผ่น","1 แผ่น","36 แผ่น","2.90","104.40","104.40","0.00","ปกติ"
"2568-09","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","402,513","404,996","2,483 แผ่น","74 แผ่น","2,409 แผ่น","0.59","1,421.31","1,421.31","0.00","ปกติ"
"2568-09","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","160,634","165,645","5,011 แผ่น","150 แผ่น","4,861 แผ่น","2.90","14,096.90","14,096.90","0.00","ปกติ"
"2568-08","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","402,350","402,513","163 แผ่น","5 แผ่น","158 แผ่น","0.59","93.22","93.22","0.00","ปกติ"
"2568-08","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","159,755","160,634","879 แผ่น","26 แผ่น","853 แผ่น","2.90","2,473.70","2,473.70","0.00","ปกติ"
"2568-07","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","401,879","402,350","471 แผ่น","14 แผ่น","457 แผ่น","0.59","269.63","269.63","0.00","ปกติ"
"2568-07","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","155,205","159,755","4,550 แผ่น","137 แผ่น","4,414 แผ่น","2.90","12,800.60","12,800.60","0.00","ปกติ"
"2568-06","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","401,158","401,879","721 แผ่น","22 แผ่น","699 แผ่น","0.59","412.41","412.41","0.00","ปกติ"
"2568-06","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","153,364","155,205","1,841 แผ่น","55 แผ่น","1,786 แผ่น","2.90","5,179.40","5,179.40","0.00","ปกติ"
"2568-05","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","400,901","401,158","257 แผ่น","8 แผ่น","249 แผ่น","0.59","146.91","146.91","0.00","ปกติ"
"2568-05","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","152,455","153,364","909 แผ่น","27 แผ่น","882 แผ่น","2.90","2,557.80","2,557.80","0.00","ปกติ"
"2568-04","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","400,463","400,901","438 แผ่น","13 แผ่น","425 แผ่น","0.59","250.75","250.75","0.00","ปกติ"
"2568-04","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","150,376","152,455","2,079 แผ่น","62 แผ่น","2,017 แผ่น","2.90","5,849.30","5,849.30","0.00","ปกติ"
"2568-03","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","400,160","400,463","303 แผ่น","9 แผ่น","294 แผ่น","0.59","173.46","173.46","0.00","ปกติ"
"2568-03","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","148,372","150,376","2,004 แผ่น","60 แผ่น","1,944 แผ่น","2.90","5,637.60","5,637.60","0.00","ปกติ"
"2568-02","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","399,940","400,160","220 แผ่น","7 แผ่น","213 แผ่น","0.59","125.67","125.67","0.00","ปกติ"
"2568-02","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","147,171","148,372","1,201 แผ่น","36 แผ่น","1,165 แผ่น","2.90","3,378.50","3,378.50","0.00","ปกติ"
"2568-01","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","399,478","399,940","462 แผ่น","14 แผ่น","448 แผ่น","0.59","264.32","264.32","0.00","ปกติ"
"2568-01","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","145,290","147,171","1,881 แผ่น","56 แผ่น","1,825 แผ่น","2.90","5,292.50","5,292.50","0.00","ปกติ"
"2567-12","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","399,178","399,478","300 แผ่น","9 แผ่น","291 แผ่น","0.59","171.69","171.69","0.00","ปกติ"
"2567-12","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","144,283","145,290","1,007 แผ่น","30 แผ่น","977 แผ่น","2.90","2,833.30","2,833.30","0.00","ปกติ"
"2567-11","2568","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","398,672","399,178","506 แผ่น","15 แผ่น","491 แผ่น","0.59","289.69","289.69","0.00","ปกติ"
"2567-11","2568","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","142,212","144,283","2,071 แผ่น","62 แผ่น","2,009 แผ่น","2.90","5,826.10","5,826.10","0.00","ปกติ"
"2569-07","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","407,841","409,532","1,691 แผ่น","51 แผ่น","1,640 แผ่น","0.59","967.60","967.60","0.00","ปกติ"
"2569-07","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","179,530","183,105","3,575 แผ่น","107 แผ่น","3,468 แผ่น","2.90","10,057.20","10,057.20","0.00","ปกติ"
"2569-06","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","407,523","407,841","318 แผ่น","10 แผ่น","308 แผ่น","0.59","181.72","181.72","0.00","ปกติ"
"2569-06","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","177,836","179,530","1,694 แผ่น","51 แผ่น","1,643 แผ่น","2.90","4,764.70","4,764.70","0.00","ปกติ"
"2569-05","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","407,411","407,523","112 แผ่น","3 แผ่น","109 แผ่น","0.59","64.31","64.31","0.00","ปกติ"
"2569-05","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","176,461","177,836","1,375 แผ่น","41 แผ่น","1,334 แผ่น","2.90","3,868.60","3,868.60","0.00","ปกติ"
"2569-04","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","407,080","407,411","331 แผ่น","10 แผ่น","321 แผ่น","0.59","189.39","189.39","0.00","ปกติ"
"2569-04","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","175,036","176,461","1,425 แผ่น","43 แผ่น","1,382 แผ่น","2.90","4,007.80","4,007.80","0.00","ปกติ"
"2569-03","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","406,672","407,080","408 แผ่น","12 แผ่น","396 แผ่น","0.59","233.64","233.64","0.00","ปกติ"
"2569-03","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","173,830","175,036","1,206 แผ่น","36 แผ่น","1,170 แผ่น","2.90","3,393.00","3,393.00","0.00","ปกติ"
"2569-02","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","406,583","406,672","89 แผ่น","3 แผ่น","86 แผ่น","0.59","50.74","50.74","0.00","ปกติ"
"2569-02","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","172,500","173,830","1,330 แผ่น","40 แผ่น","1,290 แผ่น","2.90","3,741.00","3,741.00","0.00","ปกติ"
"2569-01","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","406,130","406,583","453 แผ่น","14 แผ่น","439 แผ่น","0.59","259.01","259.01","0.00","ปกติ"
"2569-01","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","170,547","172,500","1,953 แผ่น","59 แผ่น","1,894 แผ่น","2.90","5,492.60","5,492.60","0.00","ปกติ"
"2568-12","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","405,633","406,130","497 แผ่น","15 แผ่น","482 แผ่น","0.59","284.38","284.38","0.00","ปกติ"
"2568-12","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","168,828","170,547","1,719 แผ่น","52 แผ่น","1,667 แผ่น","2.90","4,834.30","4,834.30","0.00","ปกติ"
"2568-11","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","405,263","405,633","370 แผ่น","11 แผ่น","359 แผ่น","0.59","211.81","211.81","0.00","ปกติ"
"2568-11","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","166,792","168,828","2,036 แผ่น","61 แผ่น","1,975 แผ่น","2.90","5,727.50","5,727.50","0.00","ปกติ"
"2568-10","2569","07RRB1BG900000GR","ขาว-ดำ (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","404,996","405,263","267 แผ่น","8 แผ่น","259 แผ่น","0.59","152.81","152.81","0.00","ปกติ"
"2568-10","2569","07RRB1BG900000GR","สี (เครื่องสี)","อาคารเรียนและปฏิบัติการรวม ชั้น 10","สำนักงานเลขานุการวิทยาลัยฯ","SL-X4300LX","165,645","166,792","1,147 แผ่น","34 แผ่น","1,113 แผ่น","2.90","3,227.70","3,227.70","0.00","ปกติ"
"2568-09","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","518,087","519,586","1,499 แผ่น","45 แผ่น","1,454 แผ่น","0.33","479.82","479.82","0.00","ปกติ"
"2568-08","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","516,234","518,087","1,853 แผ่น","56 แผ่น","1,797 แผ่น","0.33","593.01","593.01","0.00","ปกติ"
"2568-07","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","514,771","516,234","1,463 แผ่น","44 แผ่น","1,419 แผ่น","0.33","468.27","468.27","0.00","ปกติ"
"2568-06","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","513,793","514,771","978 แผ่น","29 แผ่น","949 แผ่น","0.33","313.17","313.17","0.00","ปกติ"
"2568-05","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","512,950","513,793","843 แผ่น","25 แผ่น","818 แผ่น","0.33","269.94","269.94","0.00","ปกติ"
"2568-04","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","511,766","512,950","1,184 แผ่น","36 แผ่น","1,148 แผ่น","0.33","378.84","378.84","0.00","ปกติ"
"2568-03","2568","0A3HBJNJBOOONL","ขาว-ดำ (เครื่องขาว-ดำ)","อาคารปิยชาติ ชั้น 2","สำนักวิชาการแพทย์บูรณาการ","SL-K7500LX","509,421","511,766","2,345 แผ่น","70 แผ่น","2,275 แผ่น","0.33","750.75","750.75","0.00","ปกติ"
